-1.3088449152614813e8 0.0002
-4.427020534545119e7 0.0042
-4.426946059950149e7 0.0082
-4.426870798329536e7 0.0121
-4.426794497128537e7 0.0161
-4.42671694348267e7 0.0201
-4.426637963077613e7 0.024
-4.4265574195358016e7 0.0279
-4.426475214119164e7 0.0318
-4.426391285561688e7 0.0358
-4.426305609865502e7 0.0397
-4.4262181999127634e7 0.0437
-4.426129104764747e7 0.0476
-4.4260384085415214e7 0.0516
-4.425946228800052e7 0.0556
-4.425852714356965e7 0.0595
-4.425758042533402e7 0.0635
-4.42566241583215e7 0.0675
-4.425566058090973e7 0.0715
-4.425469210187381e7 0.0754
-4.425372125398891e7 0.0794
-4.4252750645446025e7 0.0833
-4.4251782910505265e7 0.0872
-4.4250820660869956e7 0.0911
-4.4249866439257525e7 0.0951
-4.424892267653523e7 0.0989
-4.424799165360823e7 0.1028
-4.424707546901326e7 0.1068
-4.424617601287893e7 0.1109
-4.424529494762034e7 0.1149
-4.4244433695429906e7 0.1188
-4.424359343234943e7 0.1228
-4.42427750884656e7 0.1267
-4.424197935358222e7 0.1307
-4.424120668757718e7 0.1346
-4.424045733457959e7 0.1386
-4.423973134006663e7 0.1425
-4.4239028570000775e7 0.1465
-4.423834873118415e7 0.1504
-4.423769139209069e7 0.1543
-4.423705600353928e7 0.1584
-4.423644191868678e7 0.1623
-4.4235848411931366e7 0.1663
-4.423527469642963e7 0.1702
-4.4234719940029666e7 0.1742
-4.423418327951292e7 0.1782
-4.4233663833111726e7 0.1821
-4.423316071132865e7 0.1861
-4.423267302613116e7 0.1901
-4.4232199898628406e7 0.194
-4.423174046535738e7 0.198
-4.423129388331863e7 0.202
-4.4230859333906814e7 0.206
-4.423043602587756e7 0.2099
-4.423002319748698e7 0.2139
-4.4229620117931396e7 0.2179
-4.422922608820072e7 0.2219
-4.422884044145084e7 0.2258
-4.422846254298194e7 0.2298
-4.422809178990442e7 0.2338
-4.422772761055706e7 0.2378
-4.422736946373144e7 0.2418
-4.4227016837755844e7 0.2458
-4.422666924946751e7 0.2499
-4.42263262431142e7 0.2538
-4.42259873892033e7 0.2576
-4.422565228332217e7 0.2615
-4.4225320544945665e7 0.2654
-4.422499181624202e7 0.2693
-4.422466576088948e7 0.2732
-4.422434206291e7 0.2771
-4.4224020425526515e7 0.281
-4.422370057004954e7 0.2849
-4.422338223479533e7 0.2888
-4.422306517404087e7 0.2927
-4.422274915701484e7 0.2966
-4.422243396692969e7 0.3004
-4.422211940005287e7 0.3044
-4.422180526482129e7 0.3083
-4.422149138099558e7 0.3123
-4.4221177578859e7 0.3162
-4.422086369845631e7 0.3202
-4.4220549588876426e7 0.3242
-4.42202351075746e7 0.3281
-4.421992011973652e7 0.332
-4.421960449768159e7 0.336
-4.4219288120304145e7 0.34
-4.421897087255332e7 0.344
-4.421865264494784e7 0.3479
-4.421833333312568e7 0.3519
-4.421801283742713e7 0.3559
-4.4217691062508784e7 0.3598
-4.4217367916988075e7 0.3638
-4.421704331311518e7 0.3678
-4.4216717166472495e7 0.3717
-4.421638939569886e7 0.3757
-4.42160599222365e7 0.3796
-4.42157286701015e7 0.3836
-4.421539556567232e7 0.3876
-4.421506053749983e7 0.3916
-4.421472351613348e7 0.3955
-4.421438443396323e7 0.3995
-4.421404322507869e7 0.4035
-4.421369982513969e7 0.4074
-4.421335417126153e7 0.4114
-4.4213006201910645e7 0.4154
-4.421265585681221e7 0.4194
-4.4212303076866485e7 0.4234
-4.421194780407585e7 0.4273
-4.4211589981478475e7 0.4315
-4.421122955309023e7 0.4356
-4.421086646385463e7 0.4396
-4.421050065959712e7 0.4436
-4.421013208698668e7 0.4476
-4.4209760693501905e7 0.4515
-4.420938642740212e7 0.4555
-4.420900923770258e7 0.4595
-4.420862907415347e7 0.4634
-4.4208245887222365e7 0.4674
-4.4207859628079474e7 0.4714
-4.4207470248586e7 0.4754
-4.42070777012839e7 0.4793
-4.4206681939388335e7 0.4833
-4.420628291678148e7 0.4872
-4.420588058800695e7 0.4912
-4.420547490826648e7 0.4951
-4.420506583341542e7 0.4991
-4.420465331996089e7 0.503
-4.420423732505791e7 0.507
-4.420381780650643e7 0.511
-4.42033947227474e7 0.5149
-4.420296803285928e7 0.5189
-4.4202537696552165e7 0.5229
-4.420210367416167e7 0.5269
-4.420166592664151e7 0.5308
-4.420122441555365e7 0.5348
-4.4200779103058085e7 0.5388
-4.420032995189953e7 0.5428
-4.419987692539265e7 0.5469
-4.419941998740497e7 0.551
-4.419895910233758e7 0.555
-4.419849423510266e7 0.5589
-4.419802535109914e7 0.5629
-4.419755241618572e7 0.5669
-4.419707539665075e7 0.5708
-4.419659425917908e7 0.5748
-4.419610897081713e7 0.5787
-4.419561949893318e7 0.5826
-4.419512581117698e7 0.5865
-4.419462787543456e7 0.5904
-4.419412565978105e7 0.5943
-4.419361913243032e7 0.5982
-4.419310826168219e7 0.6021
-4.419259301586583e7 0.606
-4.4192073363281555e7 0.6099
-4.419154927213899e7 0.6139
-4.4191020710493244e7 0.6178
-4.419048764617828e7 0.6217
-4.418995004673797e7 0.6256
-4.4189407879355095e7 0.6296
-4.418886111077716e7 0.6335
-4.418830970724176e7 0.6374
-4.418775363439884e7 0.6413
-4.418719285723134e7 0.6452
-4.4186627339975e7 0.6493
-4.4186057046036065e7 0.6534
-4.418548193790704e7 0.6575
-4.418490197708407e7 0.6615
-4.418431712397934e7 0.6654
-4.418372733783707e7 0.6694
-4.41831325766457e7 0.6734
-4.4182532797051616e7 0.6774
-4.418192795427243e7 0.6814
-4.4181318002010085e7 0.6853
-4.4180702892365545e7 0.6893
-4.418008257575228e7 0.6933
-4.417945700081301e7 0.6972
-4.4178826114336066e7 0.7012
-4.417818986117469e7 0.7052
-4.4177548184166364e7 0.7092
-4.4176901024057016e7 0.7131
-4.4176248319425315e7 0.7171
-4.4175590006611936e7 0.7211
-4.417492601965058e7 0.7251
-4.4174256290203564e7 0.7291
-4.417358074750172e7 0.7331
-4.417289931828791e7 0.737
-4.417221192676552e7 0.741
-4.41715184945534e7 0.745
-4.417081894064418e7 0.749
-4.41701131813712e7 0.753
-4.416940113037855e7 0.757
-4.416868269860085e7 0.7611
-4.4167957794247404e7 0.7652
-4.416722632279446e7 0.7693
-4.416648818698519e7 0.7732
-4.416574328683561e7 0.7772
-4.416499151964923e7 0.7812
-4.416423278003868e7 0.7851
-4.4163466959954344e7 0.7891
-4.416269394872117e7 0.793
-4.4161913633081056e7 0.797
-4.416112589724325e7 0.801
-4.416033062294024e7 0.8049
-4.415952768948935e7 0.8089
-4.415871697385928e7 0.8129
-4.4157898350741655e7 0.8169
-4.415707169262494e7 0.8208
-4.4156236869871385e7 0.8248
-4.415539375079538e7 0.8288
-4.415454220174215e7 0.8327
-4.4153682087164775e7 0.8366
-4.415281326969916e7 0.8406
-4.415193561023528e7 0.8446
-4.415104896798266e7 0.8485
-4.4150153200528555e7 0.8524
-4.414924816388848e7 0.8564
-4.414833371254479e7 0.8604
-4.4147409699474126e7 0.8644
-4.414647597616011e7 0.8683
-4.414553239259155e7 0.8724
-4.414457879724116e7 0.8764
-4.414361503702694e7 0.8804
-4.414264095725103e7 0.8844
-4.414165640151709e7 0.8884
-4.414066121162225e7 0.8923
-4.413965522742425e7 0.8962
-4.413863828668089e7 0.9001
-4.413761022486099e7 0.9041
-4.4136570874925986e7 0.908
-4.413552006708028e7 0.912
-4.413445762848985e7 0.9159
-4.4133383382969044e7 0.9199
-4.413229715063334e7 0.9238
-4.4131198747518495e7 0.9277
-4.413008798516702e7 0.9317
-4.412896467017776e7 0.9356
-4.412782860372357e7 0.9395
-4.4126679581033416e7 0.9435
-4.4125517390840456e7 0.9474
-4.4124341814796165e7 0.9514
-4.412315262685064e7 0.9553
-4.412194959260059e7 0.9593
